DATA       TAB_SQL                        REG_SQL        TAB_TERA                       REG_TERA             Diferenca            
20170531   WD_PARAMETRO_CONTROLE_SFC      9              WD_PARAMETRO_CONTROLE_SFC                         9                     0
20170531   WD_PARENTESCO_VINC             105            WD_PARENTESCO_VINC                              105                     0
20170531   WD_PI                          531406         WD_PI                                        531406                     0
20170531   WD_PLANO_CARGO                 16             WD_PLANO_CARGO                                   16                     0
20170531   WD_PO                          45295          WD_PO                                         45295                     0
20170531   WD_PODER_ORGAO                 6              WD_PODER_ORGAO                                    6                     0
20170531   WD_PODER_SIORG                 6              WD_PODER_SIORG                                    6                     0
20170531   WD_PRODUTO                     5839           WD_PRODUTO                                     5839                     0
20170531   WD_PROGRAMA_PT                 1138           WD_PROGRAMA_PT                                 1138                     0
20170531   WD_PROVISORIO_EVENTO           5              WD_PROVISORIO_EVENTO                              5                     0
20170531   WD_PT                          192557         WD_PT                                        192557                     0
20170531   WD_PTRES                       493232         WD_PTRES                                     246616                246616
20170531   WD_RAVC_CCON                   5              WD_RAVC_CCON                                      5                     0
20170531   WD_RECEITA                     2776           WD_RECEITA                                     2776                     0
20170531   WD_RECEITA_MUNICIPAL_ESTADUAL  1397           WD_RECEITA_MUNICIPAL_ESTADUAL                  1397                     0
20170531   WD_RECOLHIMENTO_GRU            1692           WD_RECOLHIMENTO_GRU                            1692                     0
20170531   WD_RECURSO                     13             WD_RECURSO                                       13                     0
20170531   WD_REGIAO                      10             WD_REGIAO                                        10                     0
20170531   WD_REGIME_JURIDICO             15             WD_REGIME_JURIDICO                               15                     0
20170531   WD_REST_EXEC_NE_EVENTO         28             WD_REST_EXEC_NE_EVENTO                           28                     0
20170531   WD_REST_FORE_EVENTO            41             WD_REST_FORE_EVENTO                              41                     0
20170531   WD_REST_GESTAO_EMITENTE_EVENTO 17             WD_REST_GESTAO_EMITENTE_EVENTO                   17                     0
20170531   WD_REST_TIPO_ADMIN_EVENTO      11             WD_REST_TIPO_ADMIN_EVENTO                        11                     0
20170531   WD_REST_UG_EMITENTE_EVENTO     63             WD_REST_UG_EMITENTE_EVENTO                       63                     0
20170531   WD_REST_UG_FAVO_EVENTO         37             WD_REST_UG_FAVO_EVENTO                           37                     0
20170531   WD_RESTRICAO_FONTE_EVENTO      11             WD_RESTRICAO_FONTE_EVENTO                        11                     0
20170531   WD_RESTRICAO_UO_EVENTO         6              WD_RESTRICAO_UO_EVENTO                            6                     0
20170531   WD_RESULTADO_LEI               10             WD_RESULTADO_LEI                                 10                     0
20170531   WD_RTN_CEOR                    79             WD_RTN_CEOR                                      79                     0
20170531   WD_RUBRICA_NARE                289            WD_RUBRICA_NARE                                 289                     0
20170531   WD_RUBRICA_VINC                29517          WD_RUBRICA_VINC                               29517                     0
20170531   WD_RUBRICA2_NARE               279            WD_RUBRICA2_NARE                                279                     0
20170531   WD_SEXO                        4              WD_SEXO                                           4                     0
20170531   WD_SIMPLES_GFIP                5              WD_SIMPLES_GFIP                                   5                     0
20170531   WD_SIORG                       82724          WD_SIORG                                      82724                     0
20170531   WD_SIORG_N01                   4              WD_SIORG_N01                                      4                     0
20170531   WD_SIORG_N02                   5              WD_SIORG_N02                                      5                     0
20170531   WD_SIORG_N03                   13             WD_SIORG_N03                                     13                     0
20170531   WD_SIORG_N04                   61             WD_SIORG_N04                                     61                     0
20170531   WD_SIORG_N05                   192            WD_SIORG_N05                                    192                     0
20170531   WD_SIORG_N06                   1351           WD_SIORG_N06                                   1351                     0
20170531   WD_SIORG_N07                   7912           WD_SIORG_N07                                   7912                     0
20170531   WD_SIORG_N08                   24850          WD_SIORG_N08                                  24850                     0
20170531   WD_SIORG_N09                   27373          WD_SIORG_N09                                  27373                     0
20170531   WD_SIORG_N10                   15719          WD_SIORG_N10                                  15719                     0
20170531   WD_SIORG_N11                   4269           WD_SIORG_N11                                   4269                     0
20170531   WD_SIORG_N12                   829            WD_SIORG_N12                                    829                     0
20170531   WD_SIORG_N13                   286            WD_SIORG_N13                                    286                     0
20170531   WD_SIORG_N14                   6              WD_SIORG_N14                                      6                     0
20170531   WD_SIORG_N15                   5              WD_SIORG_N15                                      5                     0
20170531   WD_SIORG_N16                   3              WD_SIORG_N16                                      3                     0
20170531   WD_SIORG_N17                   3              WD_SIORG_N17                                      3                     0
20170531   WD_SIORG_N18                   3              WD_SIORG_N18                                      3                     0
20170531   WD_SIORG_N19                   3              WD_SIORG_N19                                      3                     0
20170531   WD_SIORG_N20                   3              WD_SIORG_N20                                      3                     0
20170531   WD_SITUACAO_DIEX               10             WD_SITUACAO_DIEX                                 10                     0
20170531   WD_SITUACAO_DOC                100            WD_SITUACAO_DOC                                 100                     0
20170531   WD_SITUACAO_DOCUMENTO_FINA_TV  5              WD_SITUACAO_DOCUMENTO_FINA_TV                     5                     0
20170531   WD_SITUACAO_FUNC_VINC_SERV     83             WD_SITUACAO_FUNC_VINC_SERV                       83                     0
20170531   WD_SITUACAO_ICC                23869          WD_SITUACAO_ICC                               23869                     0
20170531   WD_SITUACAO_RFB_ENTI           61             WD_SITUACAO_RFB_ENTI                             61                     0
20170531   WD_SITUACAO_TV                 12             WD_SITUACAO_TV                                   12                     0
20170531   WD_SITUACAO_VINC_SERV          76             WD_SITUACAO_VINC_SERV                            76                     0
20170531   WD_ST_UPAG_SIAPE               4              WD_ST_UPAG_SIAPE                                  4                     0
20170531   WD_SUBACAO_PI                  1296           WD_SUBACAO_PI                                  1296                     0
20170531   WD_SUBALINEA2_NARE             1475           WD_SUBALINEA2_NARE                             1475                     0
20170531   WD_SUBFUNCAO_PT                165            WD_SUBFUNCAO_PT                                 165                     0
20170531   WD_SUBGRUPO_CCON               228            WD_SUBGRUPO_CCON                                228                     0
20170531   WD_SUBGRUPO_EXERCICIO_CCON     1662           WD_SUBGRUPO_EXERCICIO_CCON                     1662                     0
20170531   WD_SUBGRUPO_RUBRICA            5              WD_SUBGRUPO_RUBRICA                               5                     0
20170531   WD_SUBNATUREZA_JURIDICA_SIORG  9              WD_SUBNATUREZA_JURIDICA_SIORG                     9                     0
20170531   WD_SUBNIVEL_FUNCAO             130224         WD_SUBNIVEL_FUNCAO                           130224                     0
20170531   WD_SUBORGAO                    383            WD_SUBORGAO                                     383                     0
20170531   WD_SUBORGAO_UG                 43681          WD_SUBORGAO_UG                                43681                     0
20170531   WD_SUBTITULO_CCON              2064           WD_SUBTITULO_CCON                              2064                     0
20170531   WD_SUBTITULO_EXERCICIO_CCON    15133          WD_SUBTITULO_EXERCICIO_CCON                   15133                     0
20170531   WD_SUPERAVIT_FINA_EVENTO       6              WD_SUPERAVIT_FINA_EVENTO                          6                     0
20170531   WD_TAXA_CAMBIO                 67781          WD_TAXA_CAMBIO                                67781                     0
20170531   WD_TAXA_CAMBIO_MENSAL          2197           WD_TAXA_CAMBIO_MENSAL                          2197                     0
20170531   WD_TEMA_ITEM                   8              WD_TEMA_ITEM                                      8                     0
20170531   WD_TEMA_ITEM_INFORMACAO        3              WD_TEMA_ITEM_INFORMACAO                           3                     0
20170531   WD_TEMATICA_PO                 4              WD_TEMATICA_PO                                    4                     0
20170531   WD_TIPO_RECEITA2_NARE          13             WD_TIPO_RECEITA2_NARE                            13                     0
20170531   WD_TITULO_CCON                 783            WD_TITULO_CCON                                  783                     0
20170531   WD_TITULO_EXERCICIO_CCON       5761           WD_TITULO_EXERCICIO_CCON                       5761                     0
20170531   WD_TP_ADMIN_ORGAO              16             WD_TP_ADMIN_ORGAO                                16                     0
20170531   WD_TP_APROPRIACAO_PO           4              WD_TP_APROPRIACAO_PO                              4                     0
20170531   WD_TP_ARRECADACAO              6              WD_TP_ARRECADACAO                                 6                     0
20170531   WD_TP_CCOR                     103            WD_TP_CCOR                                      103                     0
20170531   WD_TP_CONTA_DOBA               6              WD_TP_CONTA_DOBA                                  6                     0
20170531   WD_TP_CONTRAGARANTIA_DIEX      6              WD_TP_CONTRAGARANTIA_DIEX                         6                     0
20170531   WD_TP_CONTRATO_DIEX            10             WD_TP_CONTRATO_DIEX                              10                     0
20170531   WD_TP_CORRECAO_PI              6              WD_TP_CORRECAO_PI                                 6                     0
20170531   WD_TP_CREDITO                  18             WD_TP_CREDITO                                    18                     0
20170531   WD_TP_DESPESA                  22             WD_TP_DESPESA                                    22                     0
20170531   WD_TP_DESTINACAO_RECEITA       73             WD_TP_DESTINACAO_RECEITA                         73                     0
20170531   WD_TP_DETA_FONTE               10             WD_TP_DETA_FONTE                                 10                     0
20170531   WD_TP_DOC_CCOR                 201            WD_TP_DOC_CCOR                                  201                     0
20170531   WD_TP_DOCUMENTO                37             WD_TP_DOCUMENTO                                  37                     0
20170531   WD_TP_DOCUMENTO_FINANCEIRO_TV  29             WD_TP_DOCUMENTO_FINANCEIRO_TV                    29                     0
20170531   WD_TP_ENTIDADE                 16             WD_TP_ENTIDADE                                   16                     0
20170531   WD_TP_ENTRADA_DADOS_LIFA_OB    5              WD_TP_ENTRADA_DADOS_LIFA_OB                       5                     0
20170531   WD_TP_GARANTIA_DIEX            12             WD_TP_GARANTIA_DIEX                              12                     0
20170531   WD_TP_GRU                      8              WD_TP_GRU                                         8                     0
20170531   WD_TP_INSTRUMENTO_LEGAL_ND     11             WD_TP_INSTRUMENTO_LEGAL_ND                       11                     0
20170531   WD_TP_ND                       8              WD_TP_ND                                          8                     0
20170531   WD_TP_NE                       6              WD_TP_NE                                          6                     0
20170531   WD_TP_NS                       12             WD_TP_NS                                         12                     0
20170531   WD_TP_OB                       44             WD_TP_OB                                         44                     0
20170531   WD_TP_PAGAMENTO_OB             5              WD_TP_PAGAMENTO_OB                                5                     0
20170531   WD_TP_PI                       10             WD_TP_PI                                         10                     0
20170531   WD_TP_RA                       9              WD_TP_RA                                          9                     0
20170531   WD_TP_RECEITA                  8              WD_TP_RECEITA                                     8                     0
20170531   WD_TP_RECOLHEDOR_RECEITA       6              WD_TP_RECOLHEDOR_RECEITA                          6                     0
20170531   WD_TP_RELACIONAMENTO_ORGAO     7              WD_TP_RELACIONAMENTO_ORGAO                        7                     0
20170531   WD_TP_TV                       10             WD_TP_TV                                         10                     0
20170531   WD_TP_UNIDADE_SIORG            6              WD_TP_UNIDADE_SIORG                               6                     0
20170531   WD_TP_UTILIZACAO_EVENTO        11             WD_TP_UTILIZACAO_EVENTO                          11                     0
20170531   WD_TP_VALOR_RA                 9              WD_TP_VALOR_RA                                    9                     0
20170531   WD_TV                          724399         WD_TV                                        724399                     0
20170531   WD_UF                          37             WD_UF                                            37                     0
20170531   WD_UG                          42609          WD_UG                                         42609                     0
20170531   WD_UG_ACERTO_SIAPE             888            WD_UG_ACERTO_SIAPE                              888                     0
20170531   WD_UG_AUTORIZADA_CCON          9435           WD_UG_AUTORIZADA_CCON                          9435                     0

(403 rows affected)
